get-mini-employees,multi-connection,1000
node
0,242.573
1,326.105
2,379.328
3,412.388
4,508.83
5,570.004
6,599.619
7,642.433
8,680.767
9,694.611
10,756.328
11,755.173
12,705.822
13,931.316
14,989.552
15,899.168
16,948.852
17,915.994
18,1174.689
19,1009.794
20,1266.738
21,1106.042
22,1227.018
23,1337.993
24,1022.07
25,1439.533
26,1445.832
27,1532.602
28,1753.248
29,1771.29
30,1548.148
31,1701.695
32,1736.06
33,1842.939
34,1845.554
35,2025.941
36,1848.587
37,2018.992
38,2117.103
39,2104.606
40,2126.914
41,2186.655
42,2157.339
43,2284.623
44,2009.951
45,2381.733
46,2417.102
47,2435.893
48,2081.899
49,2501.689
50,1740.376
51,2574.42
52,2602.344
53,2669.19
54,2634.544
55,2616.937
56,2427.531
57,2559.825
58,2095.253
59,2350.818
60,2343.675
61,2388.234
62,2320.751
63,2699.109
64,2780.615
65,2804.72
66,1750.307
67,2497.946
68,2885.261
69,2537.24
70,2905.683
71,1956.255
72,2217.732
73,2237.262
74,2302.457
75,2985.762
76,2282.073
77,2242.839
78,2722.258
79,2704.761
80,3075.033
81,2893.285
82,2920.464
83,2350.044
84,2098.117
85,2675.931
86,3154.498
87,2160.145
88,2313.54
89,2122.818
90,1973.34
91,2911.944
92,3202.83
93,3214.387
94,1910.218
95,1956.374
96,2560.617
97,2389.866
98,2763.62
99,2032.6
100,3395.613
101,2052.037
102,3460.017
103,3353.148
104,2570.908
105,3545.048
106,3428.004
107,2046.228
108,2075.223
109,1914.278
110,2859.607
111,2402.688
112,2172.232
113,2133.756
114,1637.227
115,2236.256
116,2900.033
117,3343.099
118,2897.725
119,3439.64
120,2832.432
121,3740.765
122,3769.495
123,3006.9
124,2073.123
125,3177.871
126,1963.861
127,3853.62
128,2446.761
129,2765.219
130,2458.971
131,2744.695
132,3336.666
133,2345.79
134,3835.717
135,2488.035
136,2743.432
137,2305.322
138,1893.479
139,2215.622
140,2562.713
141,2210.782
142,2006.139
143,2964.826
144,2283.185
145,2198.956
146,1950.619
147,4115.139
148,3233.966
149,3407.899
150,3516.785
151,3662.688
152,2459.741
153,4245.667
154,2321.231
155,2072.015
156,3312.017
157,2023.508
158,2051.166
159,2544.331
160,1627.987
161,1538.259
162,2233.897
163,1460.739
164,2059.529
165,2528.463
166,1963.053
167,2158.72
168,2158.059
169,1936.078
170,2101.522
171,1646.677
172,1527.954
173,1444.087
174,1866.404
175,1534.545
176,1503.253
177,2142.559
178,1808.264
179,868.436
180,925.49
181,1751.536
182,1466.369
183,1625.712
184,1210.494
185,1581.526
186,1410.716
187,1663.061
188,1759.39
189,918.685
190,1053.057
191,1242.384
192,720.457
193,933.532
194,621.57
195,703.581
196,671.024
197,551.731
198,618.143
199,633.217
200,638.055
201,798.084
202,670.222
203,952.003
204,805.466
205,778.889
206,742.145
207,758.212
208,727.074
209,689.208
210,753.79
211,740.264
212,882.059
213,706.84
214,905.069
215,722.046
216,674.345
217,803.754
218,737.013
219,827.208
220,831.486
221,749.09
222,891.455
223,831.103
224,925.34
225,971.134
226,775.294
227,814.383
228,785.37
229,885.079
230,877.698
231,885.129
232,963.715
233,820.601
234,893.755
235,799.92
236,777.824
237,882.613
238,952.513
239,925.857
240,1038.442
241,867.193
242,955.044
243,827.197
244,859.607
245,802.613
246,838.95
247,575.36
248,938.239
249,804.458
250,1059.565
251,926.698
252,903.025
253,838.263
254,731.181
255,891.202
256,998.203
257,906.151
258,949.373
259,893.244
260,658.264
261,888.088
262,907.531
263,1047.266
264,812.701
265,1083.429
266,992.047
267,795.328
268,1110.721
269,1005.043
270,1282.413
271,849.729
272,710.716
273,915.846
274,995.321
275,1240.285
276,878.114
277,890.363
278,706.135
279,974.437
280,795.443
281,938.568
282,808.061
283,878.489
284,727.267
285,1051.115
286,1020.288
287,849.635
288,1094.325
289,925.711
290,932.969
291,764.884
292,982.882
293,886.423
294,1050.886
295,953.303
296,1008.906
297,1157.2
298,821.464
299,829.818
300,769.724
301,902.655
302,987.767
303,798.141
304,1039.369
305,757.662
306,611.142
307,1213.79
308,916.525
309,1030.781
310,940.376
311,774.347
312,701.715
313,833.784
314,713.247
315,889.535
316,1001.222
317,762.332
318,797.42
319,1093.859
320,938.272
321,1032.275
322,793.326
323,831.191
324,967.462
325,965.08
326,918.318
327,762.25
328,865.2
329,920.797
330,945.41
331,873.786
332,862.782
333,928.929
334,824.728
335,753.998
336,1222.128
337,907.493
338,800.089
339,740.436
340,630.811
341,908.827
342,768.77
343,778.956
344,771.105
345,679.656
346,934.765
347,788.428
348,1007.795
349,812.261
350,1004.772
351,849.751
352,965.799
353,656.049
354,850.489
355,898.854
356,800.22
357,661.879
358,856.254
359,945.263
360,805.865
361,767.989
362,738.807
363,602.536
364,932.946
365,792.619
366,796.614
367,986.084
368,816.632
369,844.186
370,751.631
371,848.923
372,935.194
373,955.841
374,1045.854
375,848.344
376,1053.834
377,987.244
378,907.351
379,969.634
380,800.372
381,867.627
382,800.857
383,889.397
384,1061.022
385,1097.538
386,890.986
387,814.32
388,895.933
389,827.345
390,784.628
391,984.039
392,881.676
393,786.653
394,792.852
395,1041.06
396,954.274
397,830.411
398,1032.41
399,996.22
400,938.662
401,752.829
402,717.39
403,654.876
404,776.083
405,894.489
406,1042.087
407,731.724
408,1069.733
409,751.585
410,1232.501
411,996.811
412,694.978
413,512.792
414,1000.533
415,1170.005
416,756.161
417,1027.753
418,1238.209
419,964.687
420,753.254
421,734.426
422,994.129
423,951.419
424,1098.496
425,1052.366
426,1163.827
427,915.36
428,746.608
429,861.879
430,898.022
431,1022.425
432,1150.974
433,810.283
434,935.005
435,1090.518
436,1031.845
437,957.539
438,857.29
439,961.852
440,884.108
441,1166.005
442,968.881
443,1092.603
444,799.95
445,923.169
446,1023.36
447,1186.745
448,897.921
449,975.0
450,1144.543
451,765.902
452,980.103
453,986.157
454,1244.951
455,1061.816
456,877.586
457,643.715
458,1056.27
459,1086.438
460,991.419
461,702.776
462,809.32
463,1021.618
464,1110.992
465,952.513
466,949.707
467,950.283
468,918.98
469,791.911
470,832.427
471,1141.948
472,902.611
473,866.935
474,738.045
475,957.071
476,793.635
477,838.988
478,915.056
479,796.969
480,873.076
481,1005.822
482,980.675
483,770.221
484,795.951
485,953.565
486,959.578
487,768.663
488,812.343
489,835.222
490,582.511
491,676.155
492,987.627
493,1125.515
494,943.778
495,738.186
496,1053.265
497,873.967
498,554.619
499,783.364
500,683.622
501,1078.719
502,834.393
503,676.727
504,812.341
505,791.337
506,599.312
507,684.575
508,847.986
509,851.722
510,829.197
511,728.039
512,897.936
513,763.781
514,996.463
515,774.096
516,1037.914
517,727.26
518,861.425
519,814.361
520,777.345
521,860.749
522,863.573
523,852.093
524,943.088
525,911.311
526,970.652
527,888.544
528,780.603
529,780.628
530,671.515
531,932.346
532,1050.691
533,506.59
534,891.143
535,957.041
536,963.866
537,736.889
538,900.422
539,819.688
540,826.432
541,893.204
542,991.476
543,871.229
544,923.187
545,1056.407
546,1076.273
547,913.144
548,1068.175
549,942.634
550,1086.538
551,907.966
552,973.578
553,891.971
554,767.839
555,929.305
556,899.592
557,721.397
558,1071.252
559,881.412
560,1099.539
561,1073.556
562,878.198
563,1082.95
564,1096.109
565,1008.871
566,931.185
567,877.799
568,1108.695
569,968.752
570,1093.823
571,917.566
572,1101.092
573,1273.438
574,947.846
575,936.68
576,1045.181
577,1076.635
578,1222.388
579,840.818
580,1023.923
581,1047.94
582,916.282
583,963.321
584,1050.905
585,887.245
586,829.783
587,1026.693
588,1181.838
589,1216.715
590,746.752
591,884.482
592,958.438
593,932.568
594,1073.512
595,931.191
596,1091.473
597,954.093
598,897.434
599,1186.532
600,1107.323
601,954.367
602,925.812
603,891.173
604,900.802
605,693.172
606,897.613
607,936.945
608,962.311
609,984.645
610,972.556
611,795.741
612,881.796
613,1175.876
614,926.443
615,1070.701
616,1065.361
617,962.593
618,876.083
619,865.078
620,962.537
621,982.087
622,1056.703
623,1016.226
624,923.162
625,1030.696
626,767.207
627,1032.698
628,1161.189
629,912.474
630,861.331
631,1052.819
632,892.453
633,1101.906
634,1032.918
635,1113.957
636,932.258
637,1135.075
638,1037.106
639,1058.555
640,915.046
641,1188.065
642,785.837
643,717.666
644,875.723
645,927.563
646,941.27
647,1179.091
648,870.428
649,1140.255
650,908.133
651,753.795
652,989.301
653,899.98
654,746.214
655,830.073
656,985.852
657,711.03
658,1008.677
659,997.279
660,583.063
661,777.026
662,768.919
663,1038.652
664,883.105
665,789.303
666,892.529
667,916.312
668,845.609
669,833.451
670,973.015
671,767.098
672,1099.493
673,956.427
674,891.035
675,948.205
676,651.798
677,1017.507
678,957.957
679,834.524
680,828.614
681,1011.459
682,866.738
683,988.323
684,828.871
685,1027.721
686,794.224
687,1110.983
688,1063.025
689,480.719
690,1107.38
691,942.869
692,798.913
693,921.255
694,885.883
695,1136.834
696,1024.678
697,692.111
698,879.721
699,881.464
700,956.366
701,804.141
702,596.989
703,808.126
704,803.43
705,991.279
706,810.601
707,905.479
708,788.702
709,1096.581
710,817.144
711,811.045
712,665.975
713,740.966
714,646.345
715,832.51
716,985.72
717,681.977
718,792.509
719,923.413
720,809.673
